row,id,product,section,serial,slug,canonical_path,title,primary_keyword,body_chars,body_sha256,old_baseline_verdict,new_verdict,preliminary_verdict,issue_codes,user_role,search_situation,real_question,quick_answer,natural_tone,actionable_next_step,batch,gemini_reason,gemini_evidence
67,THEME-LIFE-08,fortune,life-direction,life-direction-0008,life-direction-0008,/articles/life-direction/life-direction-0008,人生方向不用一次選完，可以怎麼分階段整理？,人生方向分階段,1560,c90ab6aa5494da8e214e6879d94c6e5ed507b82c6990f2c69e9bc5d8a54245d1,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「人生方向分階段」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_014,文章過度依賴假設性情境（如深夜交接、三十歲前夕焦慮），內容多為通用型的職涯建議，缺乏命理或階段性整理的具體洞見，口吻極度像 AI 機器人產出。,"[{""code"":""TEMPLATE_SENTENCE"",""evidence"":""『深夜看著通訊軟體裡滿滿的工作交接清單，你突然對未來感到一陣沉重』這類開場白過於矯情，明顯為 AI 常用的起手式模板。""},{""code"":""VAGUE_CONTENT"",""evidence"":""『主動聯絡三位在目標產業工作的朋友』等行動建議與『人生方向分階段』的主題關聯薄弱，屬於放諸四海皆準的空泛廢話。""}]"
68,THEME-WEALTH-08,fortune,wealth,wealth-0008,wealth-0008,/articles/wealth/wealth-0008,財富和事業差在哪？一個看資源，一個看工作位置,財富與事業差別,1563,a1cd7713031dd0b3d8bb0ae5e4acc3fb9347192ab40b18257259cbf0cc9f71d3,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「財富與事業差別」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,先分清收入、支出、風險感與安全感，不把文章當成投資建議。,reviewer_batch_014,通篇充滿過度抽象的論述與說教口吻，『在第一個場景中...』的寫作方式極度不自然，像是在讀教科書而非針對讀者需求的解答，缺乏真人口吻。,"[{""code"":""UNNATURAL_TONE"",""evidence"":""『在第一個場景中，有位領取固定薪資的部門主管...相反的場景是...』這種生硬的舉例方式毫無真人口吻，完全是 AI 說理的骨架。""},{""code"":""VAGUE_CONTENT"",""evidence"":""『拿出一張白紙，把下個月非工作所得的進帳金額寫下來』這類行動呼籲過於刻板，未能針對財富與事業的核心差異提供更深刻、更具體的洞察。""}]"
69,MBTI-TYPE-ENFP,personality,mbti,personality-0008,personality-0008,/articles/personality/personality-0008,ENFP 是什麼？熱情、關係、人際與人生方向怎麼看,ENFP 是什麼,445,e4bfe223c65d2279dd1af3debf293777695594844b24de50a83c7c2491d3ff46,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「ENFP 是什麼」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_014,文章篇幅過短，未能充分展開 ENFP 的人格特質與應對策略，內容密度不足以滿足使用者的搜尋意圖，且缺乏具體的真實生活場景支撐。,"[{""code"":""SHORT_BODY"",""evidence"":""全文僅有三個極短的段落，未能深入且完整地探討 ENFP 在熱情、關係、人際與人生方向上的具體表現與內在動機。""},{""code"":""LOW_SCENARIO_DENSITY"",""evidence"":""『把期待寫成見面、回覆或分工』等建議缺乏具體的互動情境鋪陳，難以讓讀者產生共鳴或對照自身的實際狀態。""}]"
70,THEME-INTERPERSONAL-08,personality,interpersonal,interpersonal-0008,interpersonal-0008,/articles/interpersonal/interpersonal-0008,命盤怎麼看長期人際課題？把象徵轉成可核對的模式,命盤人際課題,1590,34cf560a9b6b0780edf0fd1e47440f8a9ef7f0331a1df4fcf0732a07bdc42d13,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「命盤人際課題」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_014,充滿 AI 常用的說教與指導語氣，文章架構重複，缺乏對命盤人際課題的實質解讀，將複雜的人際議題簡化為表面的行為紀錄。,"[{""code"":""TEMPLATE_SENTENCE"",""evidence"":""『辨識重複行為需要我們像偵探一樣...』、『為了驗證自己的調整是否有效，建議在接下來的三個月內...』等句型充滿濃厚的 AI 說教模板味。""},{""code"":""VAGUE_CONTENT"",""evidence"":""要求讀者『記錄自己面對衝突時，心跳加速與情緒失控的頻率是否降低』過於理想化且空泛，未能結合命盤象徵提供具體可操作的核對模式。""}]"
71,TAROT-M21,tarot,tarot,tarot-0008,tarot-0008,/articles/tarot/tarot-0008,世界牌意思：正位、逆位、完成與下一階段怎麼看,世界牌意思,1010,f7f15b0e837b7f0046132b92f32063cbe7b2d1b5ddb812ee30e949a643d45453,BASELINE_ONLY_NOT_EVIDENCE,KEEP,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「世界牌意思」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_015,文章直接切入主題，視覺線索與現實情境結合良好，且有明確且具體的下一步行動建議，整體口吻自然，符合讀者需求。,"[{""code"":""DIRECT_ANSWER"",""evidence"":""開篇第一段就清楚描述世界牌的視覺元素與核心概念，沒有冗長的開場白，無搜尋意圖延遲。""},{""code"":""ACTIONABLE_STEP"",""evidence"":""最後一段給出具體的「已完成、仍欠缺、下一階段要帶走」清單，能讓讀者直接照做，具備可行下一步。""}]"
72,THEME-LOVE-08,tarot,love,love-0008,love-0008,/articles/love/love-0008,命盤怎麼看感情裡的長期模式？先理解傾向與現實差別,命盤感情模式,1501,4e9d41219db5234bfa6815b9078c56afcd2014a5a9db1e415118fe652f8b2640,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,LOW_SCENARIO_DENSITY,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「命盤感情模式」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,PARTIAL,PENDING_GEMINI_REVIEW,先分清是在等回覆、怕失去、想復合，還是不確定要不要繼續。,reviewer_batch_015,文章充滿濃厚的 AI 模板感與說教口吻，且段落骨架過度重複，未能針對真實感情情境給出細膩的分析，建議大幅重寫以改善語氣與結構。,"[{""code"":""TEMPLATE_SENTENCE"",""evidence"":""內文大量使用「我們必須...」、「當我們...的時候」、「這意味著...」等說教式模板句式，缺乏真人對話的同理心與溫度。""},{""code"":""OVERLY_ABSTRACT"",""evidence"":""段落如「承擔關係選擇背後的所有實際代價」流於空泛說理，且連續數個小節的結構雷同，皆為「點出問題 -> 說明我們該怎麼做 -> 獲得什麼好處」的重複骨架。""}]"
73,ASTRO-SATURN-01,astro,astrology,astrology-0009,astrology-0009,/articles/astrology/astrology-0009,土星星座是什麼？責任、限制與成熟怎麼看,土星星座,1601,e39715ba77017b6b28af8fe8e38c1c4bfdc5c1bbbeab19ec4f6c666147004654,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「土星星座」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_015,內文充斥空泛的勵志語句與刻板的轉折詞，缺乏針對土星星座的具體解析深度，讀起來像是由 AI 擴寫的泛泛之論，建議重新生成。,"[{""code"":""REPETITIVE_SKELETON"",""evidence"":""文章結構呈現高度重複的「情境描述 + 我們必須/當我們 + 獲得成長」骨架，每段結尾皆是「轉化為前進的基礎」、「強大的底氣」等制式總結，明顯帶有 AI 生成痕跡。""},{""code"":""PREACHY_TONE"",""evidence"":""通篇採用「我們往往必須犧牲」、「我們必須先釐清」的強硬說教口吻，且將土星星座的解釋過度抽象化為一般的心靈雞湯，缺乏命盤專屬的深度解讀。""}]"
74,CHART-ZIWEI-07,fortune,ziwei,fortune-0009,fortune-0009,/articles/fortune/fortune-0009,事業宮是什麼？工作方向與被看見怎麼看,事業宮是什麼,391,13c53a4a0ab2c06b4bc8344fc0d92033cd9720a94c6b6d8d4b9f5e45e0fcccb0,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「事業宮是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_015,文章雖無廢話且精準回答問題，但內容過於單薄，缺乏真實場景的帶入感與足夠的實用深度，建議由人工微調擴充細節與應用情境。,"[{""code"":""SHORT_BODY"",""evidence"":""內文過短，三個段落僅是基本名詞解釋的堆疊，缺乏實際的職場情境或具體案例來支撐事業宮的應用。""},{""code"":""LACK_DEPTH"",""evidence"":""雖然直接回答了問題，但「把宮位和現實工作條件一起看」等建議過於單薄，缺乏讓讀者可以實際操作的下一步檢核表或提問範例。""}]"
75,THEME-CAREER-09,fortune,career,career-0009,career-0009,/articles/career/career-0009,主管同事關係不順，先看權責、溝通還是信任？,職場人際卡住,1621,6da61187f616536d1882226b1fedb59fcca5888851fbfc817ed2a08f4b99e16b,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,LOW_SCENARIO_DENSITY,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「職場人際卡住」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_015,文章結構過於工整（各小節皆為三段、字數相近），結尾充滿 AI 慣用的總結性口號，且對應真實情境的解法過於生硬，缺乏真人經驗的細膩度，建議重寫。,"[{""code"":""TEMPLATE_SENTENCE"",""evidence"":""各段落結尾如「保護自己的專案進度，確保順利推進」、「重啟合作契機，突破現狀」充滿 AI 慣用的四字或對稱詞彙，帶有強烈的口號感。""},{""code"":""OVERLY_ABSTRACT"",""evidence"":""「標示出清晰的執行步驟與交付期限」、「協議出下週起雙方都能接受的進度確認頻率」等描述過於理想化與打高空，缺乏真實職場互動中會遇到的細微摩擦與真實對話感。""}]"
76,THEME-LIFE-09,fortune,life-direction,life-direction-0009,life-direction-0009,/articles/life-direction/life-direction-0009,感情、事業、人際、財富、方向，現在該先處理哪一個？,人生問題優先順序,1835,c4a0d54214b079ecb7a01d30e0436e3df5eb0182fedcf8079c4910a5966e72c3,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「人生問題優先順序」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_016,文章充斥著生硬的防禦性宣告與過於抽象的方法論，無法貼近讀者真實卡關的情境，需要重新改寫以呈現真人口吻。,"[{""code"":""TEMPLATE_SENTENCE"",""evidence"":""「釐清人生問題優先順序並不代表可以簡化或忽視已經發生的法律、醫療或安全危機。」這句典型的防禦性模板句語氣生硬，破壞文章流暢度。""},{""code"":""OVERLY_ABSTRACT"",""evidence"":""「在分析過程中，每個人寫下的評估表主要功能是提供一種自我對話的整理框架，好讓混亂的思緒能有條理地呈現。」這段論述過度抽象，缺乏具體生活情境的對話感。""}]"
77,THEME-WEALTH-09,fortune,wealth,wealth-0009,wealth-0009,/articles/wealth/wealth-0009,人格特質怎麼影響花錢與冒險？看決策習慣，不貼標籤,人格花錢模式,1530,28a6248ba05bdbc150777bbd2c5113dc9a25246fa02f1356678a5fb65d697c71,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「人格花錢模式」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,先分清收入、支出、風險感與安全感，不把文章當成投資建議。,reviewer_batch_016,文章結構僵化且充斥免責聲明模板，缺乏真實人類分享財務經驗的溫度與細節，建議交由 AI 重新改寫。,"[{""code"":""REPETITIVE_SKELETON"",""evidence"":""段落結構重複性高，如「當我們...」、「這時候...」的起手式頻繁出現，呈現明顯的 AI 生成骨架。""},{""code"":""TEMPLATE_SENTENCE"",""evidence"":""「特別要注意的是，人格花錢模式並非固定人格，它既不能用來當作醫療診斷工具，也無法預測未來的財務狀況，更不是任何投資建議。」為生硬的免責聲明模板。""}]"
78,MBTI-TYPE-ENTJ,personality,mbti,personality-0009,personality-0009,/articles/personality/personality-0009,ENTJ 是什麼？感情、事業與控制感怎麼看,ENTJ 是什麼,465,9d1b22d948385a3b7dabdd4ee7708b587e1b859c0303deeccad25e9bfbc113fc,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「ENTJ 是什麼」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_016,文章口吻自然且能快速回答問題，但內容不夠豐滿且缺乏具體行動指南，需由人類編輯進行輕度擴充與潤飾。,"[{""code"":""LOW_SCENARIO_DENSITY"",""evidence"":""內文偏短且情境密度較低，雖然直接切入主題，但未深入探討 ENTJ 在具體生活或工作摩擦中的細節。""},{""code"":""MISSING_ACTIONABLE_STEP"",""evidence"":""缺乏明確且可操作的下一步指引，讀者看完後雖有共鳴，但不知道具體能做什麼行動或練習。""}]"
79,THEME-INTERPERSONAL-09,personality,interpersonal,interpersonal-0009,interpersonal-0009,/articles/interpersonal/interpersonal-0009,為什麼有人陪仍覺得孤獨？看連結品質，不只看人數,人群中的孤獨感,1645,1d4f6c5dbbf4475ff46e06290cd5839d803342604d855fe8b0aa2c830c540523,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「人群中的孤獨感」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_016,文章試圖分析人際關係，但用語過於理論化且帶有說教感，缺乏同理心與真實生活場景，需要大幅改寫。,"[{""code"":""TEMPLATE_SENTENCE"",""evidence"":""「此時人群中的孤獨感不代表沒人愛你，這不等於固定人格，更不是無法改變的命運結論。」這是一句典型的 AI 說教與防禦性模板句。""},{""code"":""OVERLY_ABSTRACT"",""evidence"":""「我們可以將人際互動拆解為三層：最外層的禮貌性問候、中層的共同話題交流，以及最深層的情感脆弱交換。」這類論述過度抽象與理論化，缺乏真實人際互動的口吻。""}]"
80,TAROT-M02,tarot,tarot,tarot-0009,tarot-0009,/articles/tarot/tarot-0009,女祭司牌意思：正位、逆位與感情直覺怎麼看,女祭司牌意思,1022,912d3ec65e8099ce9b7d315ed9daba5ed2fd46989c233f532be8f08665780cf1,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「女祭司牌意思」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_016,後半段對直覺的詮釋很棒，但前半段搜尋意圖延遲嚴重，且部分語句略顯生硬，需由人類編輯調整段落順序與潤飾語氣。,"[{""code"":""SEARCH_INTENT_LAG"",""evidence"":""前兩段大量描述 Rider-Waite-Smith 牌面元素，將讀者最想知道的「牌義與提醒」延遲至第三段才回答，未契合搜尋情境。""},{""code"":""TEMPLATE_SENTENCE"",""evidence"":""「帷幕後有未知內容，但牌面沒有授權讀者替他人揭密；它不能當成外遇、謊言或靈感必然正確的證明。」這句限制性語句生硬且帶有強烈的說教感。""}]"
81,THEME-LOVE-09,tarot,love,love-0009,love-0009,/articles/love/love-0009,感情塔羅抽到逆位代表不好嗎？先看阻塞、過度與延遲,感情塔羅逆位,1651,7162aa704c6a84ac16e75f245bc26822ba896fe8e96e884a265fbd46163f37c4,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,HUMAN_LIGHT_EDIT,LOW_SCENARIO_DENSITY,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「感情塔羅逆位」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,PARTIAL,PENDING_GEMINI_REVIEW,先分清是在等回覆、怕失去、想復合，還是不確定要不要繼續。,reviewer_batch_017,整體結構流暢且有具體的下一步，但在防禦性聲明與舉例上仍有些微模板感與空泛，需由真人微調潤飾。,"[{""code"":""TEMPLATE_CLAUSE"",""evidence"":""「感情塔羅逆位不能判定最終命運與結局」這段防禦性聲明過於制式化，像是通用的免責聲明，缺乏與特定牌面（如逆位）更深度的情境結合。""},{""code"":""VAGUE_EXAMPLE"",""evidence"":""「設計小實驗來驗證彼此相處的轉變契機」段落中提到的「主動為對方倒一杯溫水」，舉例略顯空泛，若能貼近塔羅占卜常問的現代通訊情境（如調整回覆訊息的節奏）會更具體。""}]"
82,ASTRO-HOUSES-01,astro,astrology,astrology-0010,astrology-0010,/articles/astrology/astrology-0010,星盤宮位是什麼？十二宮如何對應不同生活領域,星盤宮位,1543,2fc3b30a1737d5e55ffeffee81f6653df93833402a84292a46f69a0550df73f9,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「星盤宮位」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_017,文章過度依賴模板結構，且段落間的情境連貫性差（如前文講家庭工作，後文講醫療投資），建議交由 AI 重新改寫以提升邏輯連貫性與情境密度。,"[{""code"":""TEMPLATE_MISFIT"",""evidence"":""「單一星盤宮位不能代表命運的終點」段落中提到「無法用來做為醫療診斷或具體金融投資的預測依據」，套用模板痕跡嚴重，與前文的情境（工作與家庭抉擇）完全脫節。""},{""code"":""GENERIC_SOLUTION"",""evidence"":""「一句可以直接在日常對話中使用的回覆」提供的台詞過於通用且生硬，並未妥善結合星盤十二宮位所代表的生活領域切分概念。""}]"
83,CHART-ZIWEI-08,fortune,ziwei,fortune-0010,fortune-0010,/articles/fortune/fortune-0010,兄弟宮是什麼？手足互動、同輩關係與支持方式怎麼看,兄弟宮是什麼,1247,d7e5ae87f6f179fd1de4251936c802391413320199054a6fbe6e5558cb73680b,BASELINE_ONLY_NOT_EVIDENCE,BLOCKED,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「兄弟宮是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_017,關鍵字堆疊嚴重影響閱讀體驗，且內容結構過度依賴模板，未能提供針對性的知識價值，應直接阻擋。,"[{""code"":""KEYWORD_STUFFING"",""evidence"":""關鍵字「兄弟宮是什麼」在內文中被極度生硬且頻繁地插入，例如「完成兄弟宮是什麼記錄後」、「這項兄弟宮是什麼練習」、「保留兄弟宮是什麼解讀日期」，嚴重破壞語句通順。""},{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""文章骨架高度模板化，各段落標題（概念、合看線索、生活問題、限制與邊界）完全是填空式結構，缺乏針對「兄弟宮」獨特本質的深度探討。""}]"
84,THEME-CAREER-10,fortune,career,career-0010,career-0010,/articles/career/career-0010,職涯迷惘時，第一步不是找天職，而是縮小問題,職涯迷惘,1609,baabceda188736ea1ff79922a4cf16dc4a7291ea466ae31077a4b12ec0c328f7,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「職涯迷惘」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_017,內容實用且方向正確，但部分語句過於武斷或流於心靈雞湯口號，需要真人編輯介入微調語氣。,"[{""code"":""ABSTRACT_PHRASING"",""evidence"":""「職涯迷惘根本不能代表你的個人價值與未來能力」此句過度抽象與口號化，未能具體針對探索實驗失敗時的心理狀態給出細膩的引導。""},{""code"":""DANGEROUS_ASSERTION"",""evidence"":""「投遞兩份不同方向的履歷，用人主管的點閱率與面試邀約就是最真實的指標」，實務上兩份履歷的樣本數極小，將其稱為「最真實的指標」略顯草率且過度斷言。""}]"
85,THEME-LIFE-10,fortune,life-direction,life-direction-0010,life-direction-0010,/articles/life-direction/life-direction-0010,人生方向問題怎麼問，才不會太空泛？,人生方向問題,1547,fd4fe4f93a2de056ec034c84d3034f3ff0b65338c46570e7deae7584f560d03d,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「人生方向問題」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_017,內容主軸發散，未能緊扣「怎麼問」的核心意圖，且關鍵字植入極度不自然，需要重新組織脈絡。,"[{""code"":""AWKWARD_KEYWORD"",""evidence"":""「這種反例證明了過度標籤化的害處，也說明了人生方向問題不能代表個人固定人格，更無法預測未來的命運結論」，將關鍵字生硬塞入限制性聲明模板中，導致語意邏輯極度不通順。""},{""code"":""DEVIATED_FOCUS"",""evidence"":""第二段「軟體工程師轉行政的適應轉折」單純在描述轉職適應期，偏離了文章原定探討「如何縮小問題或怎麼問」的核心意圖。""}]"
86,THEME-WEALTH-10,fortune,wealth,wealth-0010,wealth-0010,/articles/wealth/wealth-0010,塔羅可以怎麼整理短期金錢提醒？,金錢塔羅,1466,cd9014815a818de60c5487e81c575f43a048a2491fa495e7437c869c2bc9dfb3,BASELINE_ONLY_NOT_EVIDENCE,KEEP,HUMAN_LIGHT_EDIT,LOW_SCENARIO_DENSITY,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「金錢塔羅」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,先分清收入、支出、風險感與安全感，不把文章當成投資建議。,reviewer_batch_018,文章具備豐富的真實生活情境，口吻自然，且能提供讀者具體可執行的下一步，不流於空泛說教。,"[{""code"":""SCENARIO_RICH"",""evidence"":""能舉出『便利商店貨架前猶豫』、『發票堆積如山不敢面對』等生活化具體情境，有效連結金錢焦慮。""},{""code"":""PRACTICAL_NEXT_STEP"",""evidence"":""提出『寫下具體的採買金額與外食次數限制』、『降低訂閱影音平台的畫質』等極具體且可執行的下一步。""}]"
87,MBTI-TYPE-ENTP,personality,mbti,personality-0010,personality-0010,/articles/personality/personality-0010,ENTP 是什麼？感情、工作與三分鐘熱度怎麼看,ENTP 是什麼,418,5b6c45f146c94517b1e4353ea25c35cf0c9b73799d4b1a063d0c1f23f249c10b,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「ENTP 是什麼」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_018,內容過於單薄且缺乏具體情境，未能針對讀者搜尋意圖提供有價值的深度分析，需要全面重寫以增加實例與厚度。,"[{""code"":""SHORT_BODY"",""evidence"":""整篇文章各段落篇幅過短，缺乏深度，未能滿足讀者對照自己或關係的需求。""},{""code"":""LOW_SCENARIO_DENSITY"",""evidence"":""文中僅抽象描述『在感情裡，ENTP 可能喜歡有來有往的對話』，缺乏真實生活中的互動情境或具體案例支撐。""}]"
